model,year_1,price,transmission,mileage,fuelType,tax(£),mpg,engineSize,is_fake
 I800,2011,24871,Other,117956,Other,282,24.24,4.2,1
 IX20,2019,13481,Semi-Auto,36211,Other,143,51.3,4.3,1
 Terracan,2015,25693,Semi-Auto,293259,Other,88,46.59,4.0,1
 I800,2016,49186,Other,67503,Hybrid,190,20.45,3.4,1
 Ioniq,2010,32560,Manual,57148,Hybrid,322,74.02,4.0,1
 Ioniq,2011,42623,Automatic,41740,Diesel,343,28.03,3.3,1
 I30,2009,3468,Automatic,104942,Other,194,32.32,1.0,1
 Kona,2011,37198,Semi-Auto,151506,Hybrid,190,46.83,1.8,1
 I800,2001,32714,Semi-Auto,199613,Other,428,55.03,0.8,1
 IX20,2012,11611,Manual,141861,Hybrid,55,78.16,0.5,1
 Ioniq,2012,10552,Semi-Auto,125228,Hybrid,425,24.46,1.5,1
 Kona,2008,16788,Other,23258,Petrol,23,65.48,2.8,1
 I10,2000,6350,Other,227403,Other,410,51.03,3.2,1
 I20,2015,39427,Semi-Auto,178506,Petrol,258,33.86,4.7,1
 Ioniq,2011,2189,Semi-Auto,9514,Diesel,1,37.5,3.0,1
 Tucson,2010,40208,Semi-Auto,34718,Hybrid,356,56.92,1.8,1
 IX20,2004,22883,Manual,231601,Petrol,383,18.96,0.7,1
 Accent,2013,3744,Other,126303,Diesel,100,30.27,2.2,1
 I20,2017,43402,Automatic,123549,Diesel,363,31.43,2.2,1
 IX35,2005,49331,Semi-Auto,10020,Hybrid,221,52.73,1.0,1
 Ioniq,2017,4199,Manual,259227,Diesel,440,11.92,2.6,1
 Ioniq,2019,33580,Automatic,195345,Diesel,336,72.34,1.6,1
 Santa Fe,2005,21029,Manual,13879,Diesel,108,50.62,3.3,1
 Veloster,2025,30661,Other,212287,Petrol,116,25.99,1.8,1
 I10,2025,18940,Manual,202712,Hybrid,477,67.2,1.6,1
 Terracan,2024,6139,Manual,6413,Other,209,59.99,3.3,1
 Kona,2024,2552,Semi-Auto,17799,Diesel,369,54.69,1.7,1
 I10,2019,7688,Manual,236149,Other,462,64.63,3.2,1
 I10,2006,47806,Semi-Auto,233239,Diesel,474,34.83,4.8,1
 I40,2012,31720,Automatic,116868,Diesel,56,37.11,4.2,1
 Ioniq,2003,7243,Manual,27032,Petrol,45,64.92,4.9,1
 I10,2023,48400,Automatic,43767,Petrol,271,12.68,0.6,1
 I10,2020,16092,Manual,35283,Hybrid,228,22.96,3.4,1
 Kona,2007,20910,Automatic,54681,Other,147,61.37,1.5,1
 I20,2009,8123,Manual,14708,Diesel,280,10.77,3.9,1
 Getz,2009,26399,Manual,216180,Hybrid,181,39.96,1.6,1
 I40,2004,24255,Automatic,121549,Hybrid,352,79.02,2.8,1
 I20,2002,37597,Automatic,37947,Other,472,26.46,1.5,1
 I800,2021,29590,Semi-Auto,230207,Hybrid,103,79.69,3.8,1
 I10,2010,49085,Semi-Auto,249541,Other,68,78.06,3.2,1
 Accent,2009,16776,Automatic,261008,Other,336,24.29,3.9,1
 Amica,2004,36682,Semi-Auto,282221,Other,95,32.24,1.8,1
 Veloster,2004,24768,Automatic,237600,Diesel,489,37.57,4.9,1
 IX20,2015,23606,Automatic,32807,Diesel,407,13.72,4.5,1
 Amica,2000,21550,Semi-Auto,59244,Other,131,54.78,4.9,1
 I800,2003,2534,Manual,97269,Petrol,151,58.29,3.7,1
 I30,2007,33745,Automatic,116893,Diesel,238,74.3,4.1,1
 Kona,2000,22027,Automatic,106286,Hybrid,469,48.23,3.4,1
 I800,2006,28850,Manual,62290,Diesel,439,60.95,3.3,1
 Veloster,2008,21186,Automatic,72804,Diesel,199,77.96,4.8,1
 IX20,2011,40423,Semi-Auto,179201,Other,302,21.7,1.3,1
 I40,2015,42693,Semi-Auto,34794,Diesel,84,11.66,2.8,1
 Veloster,2021,41133,Automatic,294509,Diesel,131,28.99,3.2,1
 Tucson,2001,8831,Semi-Auto,287561,Hybrid,373,11.1,3.0,1
 Tucson,2022,39200,Manual,195231,Hybrid,191,28.88,1.7,1
 Veloster,2020,12740,Manual,74491,Petrol,36,57.59,3.3,1
 Getz,2023,32910,Other,43248,Petrol,61,74.32,3.4,1
 IX20,2013,38804,Other,226526,Diesel,408,36.48,4.5,1
 Getz,2017,49742,Manual,257875,Hybrid,237,60.1,2.3,1
 Veloster,2015,26741,Manual,87022,Diesel,227,62.9,3.0,1
 I40,2011,39664,Other,104984,Diesel,232,36.17,1.7,1
 Accent,2023,29371,Automatic,139941,Diesel,229,13.54,0.8,1
 Getz,2013,14510,Automatic,135294,Hybrid,158,59.76,3.9,1
 I20,2007,5316,Semi-Auto,118638,Petrol,76,44.44,2.6,1
 I40,2012,42429,Manual,29858,Hybrid,68,28.66,3.2,1
 Amica,2024,21904,Other,222043,Diesel,92,23.79,3.3,1
 Terracan,2025,34535,Manual,25830,Diesel,88,41.93,0.7,1
 I40,2019,8382,Manual,2435,Hybrid,153,40.55,4.4,1
 Tucson,2013,23693,Manual,108461,Diesel,193,22.87,3.1,1
 Ioniq,2005,44092,Automatic,297613,Other,258,45.23,0.7,1
 Kona,2007,24130,Manual,59704,Petrol,377,13.87,4.5,1
 I30,2018,25696,Semi-Auto,2,Other,446,32.18,1.6,1
 Accent,2001,7723,Other,161455,Diesel,168,24.21,2.7,1
 Terracan,2000,14687,Other,172941,Petrol,316,24.48,2.1,1
 Veloster,2014,41608,Manual,242242,Hybrid,98,25.27,4.3,1
 Amica,2020,49570,Manual,27497,Hybrid,70,53.85,1.1,1
 IX35,2021,47744,Automatic,286003,Hybrid,279,46.14,2.8,1
 Kona,2025,40231,Manual,75567,Petrol,268,50.79,3.7,1
 IX35,2008,3402,Other,159003,Other,328,66.63,3.5,1
 Ioniq,2004,7295,Semi-Auto,89729,Petrol,357,44.1,1.2,1
 Santa Fe,2016,35561,Semi-Auto,43025,Petrol,220,55.9,4.8,1
 Kona,2007,33691,Automatic,103996,Petrol,112,65.97,4.9,1
 IX35,2024,13658,Semi-Auto,113973,Hybrid,258,78.74,1.6,1
 Tucson,2019,36445,Other,251294,Petrol,90,59.11,3.2,1
 Santa Fe,2024,16109,Other,220254,Diesel,404,11.1,1.9,1
 Accent,2004,11845,Manual,183047,Petrol,280,24.64,1.3,1
 I20,2005,40372,Other,6700,Petrol,7,73.96,4.3,1
 Kona,2023,46594,Semi-Auto,192656,Other,432,19.53,1.7,1
 IX20,2014,32350,Other,209536,Other,56,40.37,4.3,1
 Terracan,2016,4708,Other,110547,Petrol,49,61.55,5.0,1
 Kona,2013,4677,Semi-Auto,253797,Other,196,76.15,2.4,1
 I40,2016,21023,Manual,3170,Hybrid,234,21.11,3.7,1
 Accent,2004,26126,Semi-Auto,84202,Diesel,20,56.52,3.8,1
 Getz,2010,7277,Manual,273508,Petrol,479,24.68,3.9,1
 Accent,2003,5191,Other,55510,Petrol,362,43.14,3.6,1
 Amica,2023,29585,Semi-Auto,166951,Diesel,62,34.99,2.5,1
 I30,2015,43748,Semi-Auto,20593,Petrol,116,34.03,4.0,1
 Tucson,2025,23848,Other,65758,Other,498,13.87,3.4,1
 IX35,2012,12638,Other,141626,Diesel,128,42.12,4.6,1
 I40,2016,25942,Semi-Auto,282177,Other,45,26.55,3.0,1
 I10,2014,38183,Semi-Auto,23065,Petrol,2,37.8,4.3,1
 Getz,2010,13742,Semi-Auto,107469,Other,435,50.01,1.2,1
 IX20,2004,2155,Automatic,116470,Other,478,71.96,0.7,1
 Getz,2024,42301,Other,23770,Hybrid,179,77.37,4.4,1
 I30,2025,18812,Semi-Auto,72865,Other,355,22.46,4.0,1
 Ioniq,2007,4685,Semi-Auto,218532,Petrol,352,13.31,2.1,1
 Kona,2014,15229,Other,108461,Hybrid,169,31.56,0.7,1
 Kona,2021,37410,Automatic,162771,Petrol,304,30.56,4.0,1
 I20,2008,8401,Other,123236,Hybrid,245,59.56,2.3,1
 I20,2018,35763,Automatic,238310,Hybrid,203,19.5,0.8,1
 Amica,2019,34082,Semi-Auto,236465,Petrol,327,40.84,1.4,1
 I20,2018,14730,Other,210454,Petrol,108,49.73,1.5,1
 Kona,2010,38929,Other,96088,Other,240,19.58,4.2,1
 Santa Fe,2008,8488,Other,198319,Other,464,19.3,4.1,1
 Veloster,2013,32503,Other,182384,Hybrid,165,26.94,2.2,1
 Veloster,2021,44956,Automatic,126410,Other,479,78.28,2.1,1
 IX20,2019,25769,Manual,62519,Hybrid,97,72.25,1.8,1
 I40,2017,17994,Manual,172587,Hybrid,238,62.56,1.0,1
 IX20,2020,30997,Semi-Auto,245071,Hybrid,76,36.02,0.6,1
 Accent,2014,7623,Semi-Auto,90858,Petrol,284,47.73,2.2,1
 IX20,2020,34270,Manual,193122,Diesel,49,12.87,3.9,1
 Kona,2021,15214,Other,116936,Other,456,14.2,2.1,1
 IX20,2011,19355,Semi-Auto,79188,Other,200,73.19,0.5,1
 IX35,2017,49301,Semi-Auto,221977,Other,389,49.94,4.3,1
 IX20,2016,4906,Other,136239,Other,450,69.84,3.4,1
 Kona,2019,22124,Semi-Auto,272588,Hybrid,456,66.11,2.8,1
 Santa Fe,2015,43179,Other,220934,Other,46,78.37,2.0,1
 Accent,2021,21494,Manual,148983,Other,413,24.24,0.9,1
 Veloster,2006,37308,Other,90686,Other,366,76.67,4.8,1
 I800,2012,37635,Semi-Auto,241531,Petrol,307,20.81,5.0,1
 IX20,2009,23343,Other,188171,Hybrid,220,17.88,3.7,1
 Getz,2011,39507,Automatic,151632,Petrol,84,45.88,3.6,1
 I10,2018,30195,Manual,182419,Petrol,492,28.4,3.1,1
 Accent,2005,2673,Other,119801,Other,383,11.63,4.4,1
 I30,2016,35567,Other,115528,Petrol,325,69.19,0.9,1
 I800,2018,26658,Automatic,274643,Hybrid,345,68.45,2.4,1
 I40,2024,33877,Other,218245,Hybrid,87,14.57,4.5,1
 Ioniq,2018,43282,Semi-Auto,288513,Other,166,79.39,2.9,1
 IX20,2024,49572,Manual,47964,Petrol,197,73.51,4.4,1
 Getz,2007,38286,Manual,217991,Diesel,16,38.48,4.7,1
 I20,2008,13121,Other,277108,Hybrid,259,38.05,4.9,1
 IX20,2014,35470,Semi-Auto,116677,Diesel,381,38.31,3.3,1
 I30,2001,33554,Manual,213853,Other,340,33.7,4.9,1
 Santa Fe,2013,39419,Semi-Auto,118758,Petrol,33,18.09,2.2,1
 Terracan,2005,20957,Semi-Auto,185633,Hybrid,223,79.42,2.4,1
 Amica,2006,33858,Other,223588,Hybrid,197,60.04,4.2,1
 Ioniq,2002,20392,Automatic,71134,Diesel,307,21.86,3.2,1
 I800,2007,46681,Automatic,156653,Hybrid,500,56.32,3.8,1
 Tucson,2015,29702,Other,232893,Petrol,238,21.43,4.9,1
 I10,2009,25447,Other,178427,Diesel,285,70.68,2.5,1
 Tucson,2003,31521,Manual,296992,Diesel,381,52.27,4.1,1
 Veloster,2014,49623,Other,227804,Hybrid,206,17.73,0.9,1
 Tucson,2001,27691,Other,140490,Petrol,131,76.68,3.4,1
 Getz,2017,20601,Automatic,114790,Other,185,43.12,4.9,1
 Kona,2024,10387,Semi-Auto,83119,Diesel,334,53.79,1.8,1
 Santa Fe,2017,7564,Semi-Auto,203208,Hybrid,166,18.88,4.7,1
 Accent,2014,18720,Semi-Auto,207748,Petrol,55,55.77,2.3,1
 Kona,2008,15284,Other,63607,Diesel,336,77.17,2.5,1
 Kona,2009,30619,Manual,220373,Other,13,67.81,1.9,1
 I30,2021,44890,Manual,264105,Petrol,213,47.93,0.8,1
 Veloster,2012,5640,Semi-Auto,182207,Petrol,167,66.75,1.7,1
 Terracan,2014,43528,Other,116844,Petrol,406,18.83,3.3,1
 Ioniq,2020,31797,Other,207435,Hybrid,133,31.59,4.7,1
 I30,2000,2868,Automatic,5475,Other,479,14.52,2.2,1
 Ioniq,2022,34087,Other,20486,Diesel,19,27.49,0.9,1
 IX20,2025,1707,Semi-Auto,261696,Hybrid,496,50.4,4.9,1
 IX35,2007,3658,Manual,23567,Hybrid,208,77.57,3.7,1
 Accent,2022,17646,Automatic,114186,Other,151,78.4,2.0,1
 Santa Fe,2002,1256,Automatic,285062,Diesel,194,79.48,3.0,1
 Veloster,2004,15281,Manual,169232,Other,298,54.7,0.6,1
 I30,2020,31626,Automatic,149728,Hybrid,330,33.13,4.7,1
 I800,2015,10138,Manual,214112,Diesel,46,69.34,1.5,1
 Accent,2005,23470,Manual,165128,Petrol,127,15.43,4.6,1
 Kona,2022,38415,Other,111713,Other,359,67.19,1.7,1
 Ioniq,2019,25264,Automatic,83097,Hybrid,341,11.23,1.6,1
 Accent,2023,40839,Other,10455,Other,58,17.71,1.9,1
 Kona,2024,36776,Other,178187,Hybrid,278,74.24,2.4,1
 I30,2022,15179,Manual,108059,Other,194,56.69,0.6,1
 I10,2019,35857,Semi-Auto,233881,Hybrid,128,45.46,2.3,1
 Kona,2000,19204,Other,299008,Hybrid,297,51.48,2.7,1
 I10,2001,34105,Other,287941,Other,485,78.71,1.4,1
 IX20,2019,31383,Automatic,201694,Other,181,25.51,0.8,1
 Amica,2018,14224,Manual,111195,Hybrid,240,34.96,3.2,1
 I40,2001,42766,Automatic,250282,Diesel,118,13.22,1.5,1
 IX20,2020,13035,Other,200370,Other,196,67.77,3.2,1
 I10,2008,9814,Manual,69018,Hybrid,325,42.82,4.7,1
 Veloster,2009,29529,Other,127259,Diesel,456,41.59,3.2,1
 Accent,2012,19702,Other,263523,Other,369,16.86,2.6,1
 Ioniq,2007,25893,Manual,30683,Petrol,272,62.62,0.9,1
 Terracan,2001,22104,Manual,295036,Diesel,224,23.92,3.5,1
 Kona,2019,43022,Semi-Auto,178025,Other,355,52.41,1.4,1
 Getz,2018,32614,Semi-Auto,224527,Hybrid,7,51.0,3.4,1
 Amica,2025,13230,Other,102018,Hybrid,311,27.89,5.0,1
 IX35,2016,47386,Manual,106812,Diesel,415,33.89,1.3,1
 Accent,2021,7107,Semi-Auto,24003,Other,54,77.11,0.5,1
 I30,2013,36544,Automatic,109983,Diesel,35,16.37,3.5,1
 Veloster,2018,28079,Semi-Auto,196402,Diesel,465,20.59,2.1,1
 Accent,2022,12630,Automatic,98981,Other,355,51.53,2.1,1
 IX20,2024,29717,Manual,1212,Petrol,30,38.06,2.6,1
 Accent,2013,22495,Manual,57345,Diesel,474,28.64,1.0,1
 Santa Fe,2025,20321,Other,162828,Hybrid,336,35.84,1.0,1
 Santa Fe,2018,39209,Other,81854,Petrol,236,25.95,1.8,1
 Kona,2001,31407,Automatic,297552,Diesel,304,14.84,2.2,1
 IX35,2012,28680,Manual,276381,Diesel,10,13.15,1.5,1
 Veloster,2004,28938,Automatic,288240,Diesel,257,47.23,1.0,1
 Veloster,2018,38703,Semi-Auto,69833,Hybrid,177,23.5,3.1,1
 Ioniq,2020,35449,Other,293578,Hybrid,335,79.89,2.7,1
 I40,2011,13246,Semi-Auto,237680,Other,145,13.56,1.4,1
 I40,2007,10181,Semi-Auto,146105,Diesel,391,21.48,2.5,1
 I30,2003,21885,Semi-Auto,208695,Petrol,54,41.75,1.0,1
 I20,2018,25222,Manual,253764,Petrol,263,59.24,2.2,1
 Getz,2003,10256,Automatic,269262,Other,344,45.73,4.0,1
 Tucson,2024,48582,Manual,265264,Petrol,184,14.84,0.6,1
 Veloster,2019,26823,Automatic,286437,Diesel,290,16.91,0.8,1
 Amica,2023,8283,Other,102688,Hybrid,105,11.66,1.2,1
 Terracan,2023,45643,Semi-Auto,108342,Diesel,281,62.75,2.8,1
 Kona,2011,36505,Semi-Auto,168214,Hybrid,485,51.75,2.0,1
 Kona,2020,17332,Automatic,204712,Diesel,444,30.32,2.5,1
 Getz,2010,24753,Automatic,7278,Other,276,14.12,2.5,1
 Accent,2003,14625,Automatic,58094,Diesel,279,33.25,1.3,1
 Kona,2013,10653,Manual,25815,Diesel,431,59.61,4.4,1
 Tucson,2025,2956,Automatic,248944,Diesel,313,22.34,3.5,1
 I10,2003,23073,Automatic,66307,Petrol,472,32.04,3.3,1
 Tucson,2006,21451,Manual,197174,Other,452,50.86,4.2,1
 Amica,2014,40297,Manual,88177,Other,138,49.13,2.9,1
 I20,2018,2147,Automatic,264384,Hybrid,292,45.16,1.3,1
 Getz,2009,29093,Automatic,131767,Diesel,354,12.69,3.2,1
 Amica,2000,48207,Automatic,31518,Hybrid,434,13.59,3.8,1
 Kona,2025,40315,Manual,282405,Petrol,375,71.87,0.9,1
 Getz,2003,32336,Semi-Auto,199521,Petrol,114,22.87,0.8,1
 Getz,2020,10872,Automatic,276481,Other,457,23.99,1.1,1
 Accent,2001,28363,Other,25509,Petrol,86,51.47,0.8,1
 I10,2016,45680,Manual,87546,Petrol,414,75.96,4.1,1
 Tucson,2001,21544,Other,71363,Other,95,52.68,1.6,1
 Getz,2010,30112,Semi-Auto,263584,Hybrid,500,51.89,4.5,1
 I10,2015,49328,Manual,206645,Other,292,15.75,4.2,1
 I20,2008,18069,Semi-Auto,142803,Other,232,21.26,4.8,1
 I800,2014,40378,Automatic,145328,Petrol,226,37.31,1.3,1
 Veloster,2016,26872,Other,282521,Diesel,131,76.71,2.6,1
 Kona,2013,12098,Manual,108270,Hybrid,30,51.91,1.4,1
 IX35,2004,40621,Semi-Auto,291996,Other,345,38.79,4.8,1
 I10,2005,19792,Semi-Auto,107119,Other,476,63.58,3.8,1
 Kona,2018,25531,Semi-Auto,241623,Diesel,393,74.71,4.7,1
 I40,2006,6512,Manual,278866,Petrol,115,49.59,4.4,1
 Santa Fe,2008,12945,Manual,235225,Hybrid,290,22.47,3.8,1
 Terracan,2000,4570,Manual,97065,Hybrid,65,30.46,1.1,1
 I40,2022,2740,Manual,10052,Hybrid,355,74.84,2.2,1
 I40,2019,18859,Automatic,230804,Diesel,459,54.81,3.4,1
 Santa Fe,2016,11078,Automatic,45507,Hybrid,9,43.23,3.4,1
 IX20,2020,34007,Automatic,17935,Petrol,67,30.16,0.9,1
 I10,2004,37458,Other,81237,Petrol,258,54.79,3.0,1
 Tucson,2007,33375,Manual,9000,Hybrid,161,44.63,1.5,1
 Kona,2019,10002,Semi-Auto,80909,Other,207,28.41,2.8,1
 I30,2000,38710,Other,132126,Hybrid,381,24.86,5.0,1
 Terracan,2017,37864,Manual,29921,Hybrid,210,61.87,1.7,1
 Accent,2006,47803,Semi-Auto,117617,Hybrid,300,58.99,0.8,1
 I800,2005,43025,Semi-Auto,114895,Hybrid,34,10.55,3.5,1
 Veloster,2006,35062,Manual,64212,Petrol,466,24.32,1.5,1
 Accent,2019,1642,Manual,177720,Hybrid,78,44.66,0.5,1
 I30,2024,31933,Semi-Auto,128391,Hybrid,340,15.9,2.3,1
 Tucson,2017,42441,Other,82683,Diesel,263,78.6,2.6,1
 Veloster,2008,31830,Automatic,87667,Other,417,65.18,3.9,1
 Veloster,2011,38992,Other,81210,Diesel,176,61.82,3.5,1
 I20,2021,33917,Manual,242516,Petrol,376,21.45,3.6,1
 I10,2000,49530,Automatic,172314,Diesel,120,24.51,3.5,1
 I10,2008,21972,Semi-Auto,293333,Diesel,362,30.22,4.5,1
 IX35,2019,3589,Other,31414,Hybrid,202,68.5,2.7,1
 I800,2021,47422,Semi-Auto,176381,Diesel,67,22.39,0.9,1
 Ioniq,2024,48757,Other,65181,Hybrid,298,32.73,4.2,1
 I10,2018,44374,Manual,202843,Other,461,13.2,2.3,1
 I10,2016,19699,Semi-Auto,108015,Other,249,29.18,4.1,1
 Tucson,2020,48218,Manual,10615,Hybrid,391,15.99,4.2,1
 Amica,2025,20404,Manual,139460,Other,465,69.11,3.2,1
 I10,2009,11596,Manual,144844,Petrol,369,16.42,3.7,1
 Terracan,2003,47033,Automatic,262562,Other,443,67.3,3.5,1
 IX35,2019,7412,Other,79681,Petrol,145,62.28,4.6,1
 I40,2002,48985,Manual,92615,Hybrid,4,65.59,0.9,1
 Tucson,2015,29552,Manual,244257,Hybrid,241,75.4,3.0,1
 Veloster,2020,38510,Manual,130368,Hybrid,44,77.21,4.3,1
 Getz,2003,36945,Manual,232976,Diesel,66,63.67,3.8,1
 Kona,2002,41307,Other,259376,Hybrid,334,25.4,2.0,1
 I20,2015,16366,Manual,181161,Diesel,210,14.38,1.7,1
 I20,2020,38610,Manual,245782,Diesel,331,53.1,0.8,1
 Accent,2025,36251,Manual,207508,Diesel,31,68.18,3.7,1
 Amica,2003,10606,Other,194193,Diesel,432,75.65,1.7,1
 Accent,2022,9245,Manual,230019,Diesel,386,11.07,3.3,1
 IX35,2004,15836,Manual,149643,Petrol,143,28.36,1.9,1
 Veloster,2019,6739,Semi-Auto,215876,Hybrid,167,53.07,1.3,1
 Tucson,2012,21698,Semi-Auto,95250,Diesel,491,25.62,4.7,1
 IX20,2025,33089,Automatic,95253,Other,241,17.62,1.4,1
 I30,2001,35065,Semi-Auto,106966,Petrol,336,73.01,3.1,1
 Terracan,2020,13264,Semi-Auto,190231,Petrol,494,72.29,3.1,1
 Amica,2024,40088,Other,55951,Hybrid,157,16.9,2.8,1
 IX35,2014,48324,Semi-Auto,128883,Diesel,493,37.39,4.3,1
 Veloster,2000,45839,Other,35881,Diesel,377,10.15,0.6,1
 Santa Fe,2012,43204,Other,130984,Other,369,52.45,1.9,1
 Kona,2020,48195,Automatic,250683,Petrol,356,17.16,1.9,1
 Terracan,2006,35727,Other,102979,Other,17,78.71,3.9,1
 Tucson,2016,24973,Automatic,15767,Diesel,342,76.04,2.5,1
 Getz,2020,25945,Manual,126862,Other,438,77.48,1.9,1
 Amica,2003,42842,Automatic,182319,Diesel,13,69.95,2.8,1
 Amica,2016,18042,Other,152953,Hybrid,218,67.32,0.7,1
 IX35,2015,39831,Semi-Auto,133499,Diesel,193,63.32,2.0,1
 I40,2018,41962,Semi-Auto,95194,Diesel,217,67.38,1.5,1
 Getz,2001,44334,Manual,162402,Other,8,20.53,3.5,1
 Santa Fe,2011,13537,Semi-Auto,181451,Other,80,15.22,3.7,1
 I800,2023,8911,Other,45073,Diesel,207,27.32,2.6,1
 Kona,2020,39727,Other,71065,Other,336,12.92,1.9,1
 IX35,2009,7883,Semi-Auto,58336,Petrol,127,48.99,1.2,1
 I40,2008,40260,Automatic,49996,Diesel,213,59.51,1.9,1
 I30,2010,42843,Semi-Auto,106192,Other,299,45.68,1.2,1
 IX35,2012,36043,Semi-Auto,195630,Other,123,25.94,2.2,1
 Terracan,2010,35130,Other,117934,Diesel,86,78.57,3.8,1
 IX35,2008,41554,Automatic,244775,Other,198,55.76,3.6,1
 Kona,2015,29417,Other,27021,Other,425,61.87,3.1,1
 I20,2018,19645,Other,246283,Hybrid,42,31.97,3.5,1
 IX20,2001,42110,Manual,91889,Diesel,122,44.73,4.6,1
 I20,2000,44877,Manual,152989,Petrol,7,66.06,1.6,1
 Kona,2002,47469,Automatic,80375,Hybrid,420,64.32,4.3,1
 IX20,2016,31632,Automatic,95548,Other,60,26.13,1.5,1
 Amica,2011,15188,Automatic,206722,Hybrid,267,69.56,2.2,1
 Kona,2002,22691,Other,56418,Other,4,12.76,4.2,1
 I10,2014,36453,Automatic,101986,Petrol,20,38.61,3.5,1
 I30,2008,43469,Manual,97490,Petrol,13,43.9,1.2,1
 Terracan,2000,3267,Other,77050,Petrol,186,49.33,2.1,1
 IX35,2009,2584,Automatic,293718,Other,315,70.56,2.9,1
 IX20,2016,44166,Other,158564,Other,238,50.78,3.6,1
 I800,2020,49284,Automatic,142972,Hybrid,459,70.06,4.8,1
 I20,2024,9705,Manual,224587,Hybrid,71,22.58,4.2,1
 IX20,2025,15434,Other,1135,Other,292,67.11,0.8,1
 Getz,2013,43468,Other,114294,Petrol,435,21.47,0.6,1
 Tucson,2010,21582,Automatic,204532,Hybrid,178,69.21,4.0,1
 I10,2017,8741,Semi-Auto,23179,Diesel,24,18.25,4.7,1
 Accent,2018,27140,Other,117220,Diesel,36,28.84,1.1,1
 Kona,2024,7228,Manual,114384,Hybrid,90,79.0,3.8,1
 IX35,2021,18610,Automatic,20562,Hybrid,10,52.55,2.8,1
 I800,2019,21379,Other,223708,Other,306,46.24,1.2,1
 Santa Fe,2015,42370,Automatic,190449,Diesel,189,15.51,3.0,1
 Ioniq,2024,7497,Other,239515,Diesel,137,28.24,1.9,1
 I10,2021,13329,Other,106222,Other,60,56.56,2.7,1
 IX20,2010,7431,Other,187165,Hybrid,165,39.0,2.3,1
 Veloster,2011,32888,Other,231790,Diesel,430,56.54,4.5,1
 I40,2018,17984,Semi-Auto,295168,Petrol,35,34.19,1.2,1
 Santa Fe,2022,33726,Other,270764,Petrol,397,34.0,5.0,1
 IX20,2017,30886,Manual,180447,Other,79,18.05,4.6,1
 I30,2021,45533,Manual,2607,Hybrid,395,14.55,1.2,1
 IX20,2012,26788,Manual,170352,Hybrid,353,39.29,0.6,1
 Ioniq,2000,4371,Semi-Auto,220551,Hybrid,80,36.95,3.5,1
 I10,2002,36298,Manual,137945,Hybrid,172,16.37,3.5,1
 Santa Fe,2019,42261,Automatic,94169,Petrol,132,64.5,4.2,1
 Kona,2001,6940,Other,125626,Hybrid,264,78.42,2.9,1
 I800,2014,7188,Automatic,233689,Other,189,70.19,2.1,1
 I40,2007,4010,Semi-Auto,221297,Diesel,50,21.59,4.5,1
 Veloster,2023,43936,Semi-Auto,126374,Diesel,306,46.34,4.3,1
 IX20,2000,24348,Other,177891,Diesel,424,57.06,4.7,1
 Kona,2024,49934,Automatic,120398,Hybrid,119,56.59,1.6,1
 Getz,2006,32427,Other,75442,Diesel,328,15.83,2.9,1
 Santa Fe,2010,36211,Semi-Auto,143386,Hybrid,102,54.55,1.7,1
 I800,2019,37208,Other,112050,Other,240,32.1,1.1,1
 IX35,2002,25712,Semi-Auto,127050,Other,273,21.28,3.2,1
 Ioniq,2011,29835,Automatic,275677,Hybrid,359,26.48,0.9,1
 Kona,2025,15720,Automatic,4879,Diesel,412,35.2,4.1,1
 Ioniq,2020,1270,Semi-Auto,136033,Petrol,486,40.04,0.5,1
 IX35,2025,15670,Semi-Auto,247027,Hybrid,148,18.77,1.0,1
 Veloster,2012,43151,Manual,80580,Hybrid,36,42.6,3.7,1
 Accent,2012,26567,Other,13886,Diesel,96,44.16,3.9,1
 I40,2000,37338,Other,151364,Other,184,57.31,3.0,1
 Terracan,2014,45300,Semi-Auto,50448,Hybrid,336,61.99,2.6,1
 IX20,2011,12564,Automatic,1881,Hybrid,26,35.09,4.3,1
 I10,2017,30219,Other,221448,Diesel,452,13.25,3.4,1
 Santa Fe,2023,48456,Semi-Auto,207656,Diesel,187,73.23,1.3,1
 I30,2004,7892,Automatic,291793,Petrol,271,15.08,4.0,1
 I10,2024,18628,Other,145425,Diesel,62,58.65,4.3,1
 IX35,2006,45843,Manual,281657,Hybrid,429,70.78,3.2,1
 Accent,2006,28993,Manual,104147,Petrol,496,45.58,3.9,1
 I10,2010,33512,Automatic,166490,Diesel,122,15.5,3.8,1
 Getz,2006,32541,Automatic,113315,Diesel,410,13.63,3.7,1
 Getz,2006,26973,Manual,40865,Other,30,74.04,3.4,1
 I40,2005,9814,Manual,49195,Other,336,27.66,0.8,1
 Santa Fe,2007,20919,Manual,127894,Petrol,256,37.18,3.4,1
 Santa Fe,2001,14367,Other,63345,Diesel,440,17.31,4.4,1
 Veloster,2016,17264,Manual,268488,Hybrid,391,55.71,3.7,1
 I800,2002,27906,Automatic,112457,Diesel,331,60.33,3.4,1
 Amica,2025,9628,Semi-Auto,111010,Petrol,219,15.47,4.7,1
 I800,2009,18687,Manual,281320,Hybrid,356,60.98,3.6,1
 Ioniq,2009,31509,Automatic,140607,Other,230,32.0,3.7,1
 Terracan,2016,23723,Semi-Auto,199607,Petrol,16,28.36,1.2,1
 I800,2013,14218,Manual,18576,Petrol,443,38.69,4.5,1
 I30,2019,6517,Other,144769,Petrol,310,28.57,4.2,1
